# tower_count	lat	lng
1	40.11	-75.43
1	40.11	-75.41
1	40.11	-75.34
1	40.11	116.28
1	40.12	-88.30
1	40.12	-75.45
1	40.12	-75.43
1	40.12	116.26
1	40.13	-75.45
1	40.14	-122.22
1	40.14	116.25
3	40.15	-75.46
1	40.16	-88.27
1	40.16	-86.55
1	40.17	-75.50
1	40.17	-75.47
1	40.17	116.24
1	40.18	-88.25
1	40.18	-86.56
1	40.18	-75.52
1	40.18	-75.45
1	40.19	-75.53
1	40.19	116.23
1	40.20	-122.24
1	40.20	-88.22
1	40.20	-75.54
1	40.20	116.22
2	40.21	-75.54
1	40.22	116.19
1	40.22	116.21
1	40.23	-122.25
1	40.23	-86.62
1	40.23	-75.56
1	40.23	116.16
1	40.24	-88.20
1	40.24	-86.63
1	40.24	-75.54
1	40.25	-86.64
1	40.25	-75.64
1	40.25	-75.63
2	40.25	-75.58
1	40.25	-75.54
1	40.25	116.12
1	40.26	-122.27
1	40.26	-88.19
1	40.26	-75.60
1	40.27	-86.68
1	40.27	-75.56
1	40.27	116.09
1	40.28	-122.27
1	40.28	-75.60
2	40.28	-75.58
1	40.29	-75.58
1	40.29	-75.57
1	40.29	116.07
1	40.30	-86.73
2	40.30	-75.59
1	40.30	116.05
1	40.31	-118.34
1	40.31	-88.18
1	40.31	116.04
1	40.32	-86.72
2	40.32	-74.66
1	40.32	-74.64
1	40.33	-88.17
1	40.33	-86.76
1	40.34	-122.28
1	40.34	-88.16
1	40.34	-75.63
1	40.35	-118.32
6	40.35	116.00
2	40.35	116.01
1	40.36	115.95
1	40.36	116.00
1	40.37	-88.14
1	40.37	115.97
1	40.38	-73.97
1	40.38	115.95
1	40.40	-86.80
1	40.40	115.95
1	40.41	-86.81
1	40.41	-74.01
1	40.41	-73.98
1	40.42	-88.12
1	40.42	-86.82
1	40.42	-74.06
1	40.43	-122.29
1	40.43	-74.12
1	40.43	-74.11
1	40.43	-74.02
1	40.43	-73.99
1	40.44	-86.83
1	40.44	-74.16
1	40.44	115.98
1	40.45	-118.29
1	40.45	-86.85
2	40.45	-79.95
1	40.45	115.97
1	40.46	-88.11
1	40.46	115.97
3	40.46	115.98
1	40.47	-88.11
1	40.48	-86.85
1	40.48	-74.30
1	40.48	115.99
1	40.49	-122.32
1	40.49	-118.28
1	40.50	-122.33
1	40.50	-88.09
1	40.50	-86.87
1	40.51	-118.28
1	40.51	115.98
1	40.52	115.98
1	40.53	-74.30
1	40.53	116.01
1	40.54	-86.92
2	40.54	116.01
2	40.54	116.02
1	40.55	-88.07
1	40.55	-74.32
1	40.55	115.99
1	40.55	116.00
2	40.56	-74.49
1	40.58	-118.24
1	40.58	-86.95
1	40.59	-88.06
1	40.60	-122.36
1	40.60	-86.98
1	40.61	-86.99
1	40.62	-122.36
1	40.62	-116.85
1	40.63	-87.00
1	40.63	-74.31
1	40.64	-88.04
1	40.65	-122.36
1	40.65	-118.15
1	40.65	-116.58
1	40.65	-116.31
3	40.65	-73.78
1	40.66	-116.26
1	40.66	-87.03
1	40.66	-74.29
1	40.66	-73.80
1	40.67	-73.86
2	40.67	-73.85
1	40.67	-73.84
1	40.67	-73.79
1	40.67	-73.78
1	40.68	-116.22
1	40.69	-116.59
1	40.69	-116.50
1	40.69	-116.18
2	40.69	-73.81
1	40.70	-116.17
1	40.70	-74.26
1	40.70	-74.19
6	40.70	-74.18
1	40.70	-73.82
1	40.70	-73.81
1	40.71	-74.01
6	40.71	-74.00
3	40.71	-73.97
2	40.71	-73.96
3	40.71	-73.82
1	40.72	-122.33
1	40.72	-116.14
2	40.72	-74.18
1	40.72	-74.01
9	40.72	-74.00
10	40.72	-73.99
1	40.72	-73.96
1	40.72	-73.90
1	40.72	-73.83
1	40.73	-91.19
2	40.73	-74.17
1	40.73	-74.03
4	40.73	-74.00
9	40.73	-73.99
6	40.73	-73.98
2	40.73	-73.92
2	40.73	-73.90
2	40.73	-73.86
2	40.73	-73.84
1	40.74	-88.02
1	40.74	-74.16
2	40.74	-74.14
1	40.74	-74.13
2	40.74	-74.01
2	40.74	-74.00
12	40.74	-73.99
1	40.74	-73.95
1	40.74	-73.94
1	40.74	-73.85
1	40.75	-74.18
2	40.75	-74.17
1	40.75	-74.13
1	40.75	-74.12
1	40.75	-74.11
2	40.75	-74.01
6	40.75	-73.99
12	40.75	-73.98
3	40.75	-73.97
1	40.76	-91.16
1	40.76	-87.11
1	40.76	-74.21
1	40.76	-74.20
1	40.76	-74.19
1	40.76	-74.09
1	40.76	-74.08
1	40.76	-74.07
3	40.76	-74.00
4	40.76	-73.99
7	40.76	-73.98
13	40.76	-73.97
1	40.76	-73.74
1	40.77	-122.32
1	40.77	-74.23
1	40.77	-74.20
1	40.77	-74.06
1	40.77	-74.03
1	40.77	-74.02
4	40.77	-73.97
1	40.77	-73.76
1	40.77	-73.71
1	40.77	-73.69
1	40.78	-74.24
1	40.78	-74.19
1	40.78	-74.06
1	40.78	-74.05
2	40.78	-73.97
6	40.78	-73.96
1	40.78	-73.67
1	40.78	-73.66
2	40.78	-73.63
2	40.78	-73.59
1	40.78	-73.55
1	40.78	-73.54
2	40.78	-73.40
1	40.79	-122.32
1	40.79	-117.15
1	40.79	-115.96
2	40.79	-74.28
1	40.79	-74.27
1	40.79	-74.20
1	40.79	-73.96
1	40.79	-73.81
1	40.79	-73.79
2	40.79	-73.45
1	40.79	-73.35
1	40.80	-91.14
1	40.80	-88.00
1	40.80	-74.31
1	40.80	-74.27
1	40.80	-74.26
3	40.80	-74.22
3	40.80	-74.20
1	40.80	-73.83
2	40.80	-73.49
1	40.80	-73.31
1	40.80	-73.30
1	40.81	-122.32
2	40.81	-74.25
1	40.81	-74.22
2	40.81	-74.21
1	40.81	-74.19
1	40.81	-73.79
1	40.81	-73.25
1	40.81	-73.24
2	40.81	-73.19
1	40.81	-73.15
1	40.81	-73.14
1	40.81	-73.09
1	40.82	-73.05
1	40.82	-73.03
1	40.82	-73.00
1	40.82	-72.98
1	40.83	-87.17
2	40.83	-74.24
2	40.83	-74.23
5	40.83	-74.22
1	40.83	-74.19
1	40.83	-73.84
1	40.83	-73.82
1	40.83	-72.96
1	40.83	-72.92
1	40.84	-87.99
1	40.85	-122.34
1	40.85	-115.75
1	40.85	-90.82
1	40.85	-72.89
1	40.85	-72.86
1	40.85	-72.71
1	40.86	-87.18
1	40.86	-73.83
1	40.86	-72.82
1	40.87	-90.74
1	40.87	-72.79
1	40.87	-72.62
1	40.87	-72.37
1	40.88	-87.20
1	40.88	-72.57
1	40.88	-72.53
1	40.88	-72.52
1	40.88	-72.38
3	40.88	-72.37
1	40.88	-72.36
1	40.89	-122.38
1	40.89	-117.30
1	40.89	-90.69
1	40.89	-74.22
1	40.89	-73.82
1	40.89	-72.50
1	40.89	-72.42
1	40.89	-72.39
1	40.90	-74.23
1	40.90	-73.82
1	40.90	-72.46
1	40.91	-122.38
1	40.91	-90.63
1	40.91	-72.64
1	40.91	-72.62
1	40.92	-90.56
1	40.92	-90.49
1	40.92	-87.22
1	40.92	-73.82
1	40.92	-73.81
1	40.92	-72.72
2	40.92	-72.71
1	40.92	-72.70
1	40.92	-72.66
1	40.93	-122.41
1	40.93	-87.94
1	40.93	-73.84
1	40.93	-73.83
1	40.94	-87.22
1	40.95	-115.59
1	40.95	-115.52
1	40.95	-90.40
1	40.95	-73.85
1	40.96	-122.44
1	40.96	-117.48
1	40.97	-87.92
1	40.97	-87.24
1	40.98	-122.43
1	40.98	-117.72
1	40.98	-90.34
1	40.99	-117.68
1	40.99	-115.51
1	40.99	-90.35
3	40.99	-73.83
1	41.00	-87.27
1	41.00	-73.82
2	41.00	-73.81
1	41.01	-90.33
1	41.01	-87.90
1	41.02	-115.37
2	41.02	-73.80
1	41.03	-122.40
1	41.03	-73.78
1	41.03	-73.77
1	41.03	-73.76
1	41.04	-87.27
1	41.06	-122.37
1	41.06	-115.23
1	41.06	-90.33
1	41.07	-87.88
1	41.08	-87.87
1	41.08	-87.85
1	41.08	-87.27
1	41.09	-115.18
1	41.10	-90.33
1	41.11	-122.33
1	41.11	-114.96
1	41.11	-87.84
1	41.13	-87.27
1	41.14	-122.32
1	41.14	-90.33
2	41.14	-87.84
1	41.16	-87.84
1	41.18	-122.28
1	41.18	-87.86
1	41.18	-87.28
1	41.21	-90.33
1	41.22	-122.27
1	41.22	-87.86
1	41.25	-122.26
1	41.25	-87.30
1	41.27	-122.29
1	41.27	-90.33
1	41.28	-87.84
1	41.30	-122.31
1	41.31	-87.30
1	41.32	-90.33
1	41.32	-87.82
1	41.33	-122.33
1	41.34	-87.31
2	41.36	-122.36
1	41.36	-89.16
1	41.37	-90.33
1	41.37	-89.22
1	41.37	-89.11
1	41.37	-89.06
1	41.37	-89.00
1	41.37	-88.92
1	41.37	-88.87
1	41.37	-88.84
1	41.38	-89.27
1	41.38	-88.77
2	41.38	-88.73
1	41.38	-88.64
1	41.38	-88.60
1	41.38	-88.52
1	41.38	-88.49
1	41.38	-88.45
1	41.39	-89.83
1	41.39	-89.73
1	41.39	-89.57
1	41.39	-89.56
1	41.39	-89.51
1	41.39	-89.50
1	41.39	-87.32
1	41.40	-122.38
1	41.40	-90.33
1	41.40	-89.99
1	41.40	-89.87
1	41.40	-89.49
1	41.40	-88.40
1	41.40	-87.32
1	41.41	-90.33
1	41.41	-89.96
1	41.42	-122.38
1	41.42	-90.09
1	41.42	-90.00
2	41.42	-87.32
1	41.43	-122.43
1	41.43	-90.32
1	41.43	-90.14
1	41.43	-88.35
1	41.44	-90.29
1	41.44	-90.27
1	41.44	-90.24
1	41.44	-90.17
1	41.45	-88.32
1	41.45	-87.32
1	41.46	-122.45
1	41.46	-88.27
1	41.48	-122.46
1	41.48	-88.24
1	41.48	-87.32
1	41.49	-88.17
1	41.50	-88.19
1	41.51	-122.47
1	41.51	-88.14
1	41.51	-88.12
1	41.51	-88.10
1	41.51	-88.08
1	41.51	-88.07
1	41.51	-88.04
1	41.51	-88.01
1	41.51	-87.32
1	41.51	-87.18
1	41.52	-87.32
1	41.52	-87.21
1	41.53	-88.20
2	41.53	-87.98
1	41.53	-87.22
1	41.54	-88.20
1	41.54	-87.96
1	41.54	-87.31
1	41.54	-87.24
1	41.55	-122.49
1	41.55	-88.20
1	41.55	-87.93
1	41.55	-87.92
2	41.55	-87.90
1	41.55	-87.89
1	41.55	-87.84
1	41.55	-87.83
1	41.55	-87.80
1	41.55	-87.78
1	41.55	-87.31
1	41.55	-87.24
1	41.56	-122.49
1	41.56	-87.76
1	41.56	-87.75
1	41.56	-87.32
1	41.57	-87.74
1	41.57	-87.49
1	41.57	-87.45
1	41.57	-87.43
1	41.57	-87.41
1	41.57	-87.38
1	41.57	-87.36
1	41.57	-87.27
1	41.57	-87.24
1	41.57	-87.15
1	41.57	-87.03
1	41.57	-87.01
1	41.58	-87.74
1	41.58	-87.57
1	41.58	-87.55
1	41.58	-87.54
1	41.58	-87.52
1	41.58	-87.30
1	41.58	-87.27
1	41.58	-87.24
1	41.58	-87.18
1	41.58	-87.15
1	41.58	-87.08
1	41.58	-86.96
1	41.58	-86.94
1	41.59	-87.73
1	41.59	-87.58
1	41.59	-87.24
1	41.59	-87.21
2	41.59	-86.91
1	41.60	-87.71
1	41.60	-87.58
1	41.60	-87.33
1	41.60	-86.87
1	41.61	-87.70
1	41.61	-87.46
1	41.61	-87.42
1	41.61	-87.41
1	41.61	-87.37
2	41.61	-87.36
1	41.61	-86.83
1	41.62	-87.58
1	41.62	-87.49
1	41.62	-87.48
1	41.62	-86.82
1	41.63	-122.52
1	41.63	-87.67
1	41.63	-87.50
1	41.63	-86.80
1	41.64	-88.00
2	41.64	-87.66
1	41.64	-87.58
1	41.64	-87.51
1	41.64	-86.78
1	41.65	-87.66
1	41.65	-87.58
1	41.66	-122.57
1	41.66	-88.02
1	41.66	-88.00
1	41.66	-87.98
1	41.66	-87.52
1	41.66	-86.74
1	41.67	-122.62
3	41.67	-87.67
1	41.67	-86.72
2	41.68	-88.03
1	41.68	-88.00
1	41.68	-87.93
1	41.68	-87.70
1	41.68	-87.68
1	41.68	-87.67
1	41.68	-87.66
1	41.68	-87.60
1	41.68	-86.69
1	41.68	-86.67
1	41.69	-88.07
1	41.69	-88.06
1	41.69	-88.05
1	41.69	-87.69
1	41.69	-87.68
1	41.69	-87.66
1	41.69	-87.60
1	41.69	-87.52
1	41.69	-86.23
2	41.70	-122.64
1	41.70	-88.04
1	41.70	-87.94
1	41.70	-87.70
1	41.70	-87.68
2	41.70	-87.67
1	41.70	-87.66
1	41.70	-87.59
1	41.70	-87.52
1	41.70	-86.63
2	41.70	-86.25
5	41.70	-86.24
2	41.70	-86.23
1	41.71	-88.03
2	41.71	-88.02
1	41.71	-87.69
1	41.71	-87.68
3	41.71	-87.65
1	41.71	-87.64
1	41.71	-87.61
1	41.71	-87.59
1	41.71	-87.58
2	41.71	-87.54
1	41.71	-86.61
1	41.71	-86.25
1	41.71	-86.23
1	41.72	-88.03
1	41.72	-88.02
1	41.72	-88.01
1	41.72	-87.68
1	41.72	-87.67
1	41.72	-87.64
1	41.72	-87.62
2	41.72	-87.55
1	41.72	-86.26
1	41.73	-87.97
1	41.73	-87.69
1	41.73	-87.68
2	41.73	-87.67
1	41.73	-87.66
1	41.73	-87.56
1	41.73	-86.58
1	41.73	-86.56
1	41.73	-86.36
1	41.73	-86.33
1	41.73	-86.32
1	41.73	-86.30
1	41.74	-87.95
1	41.74	-87.71
2	41.74	-87.69
1	41.74	-87.66
1	41.74	-87.64
1	41.74	-87.62
1	41.74	-87.57
1	41.74	-86.52
1	41.74	-86.42
2	41.74	-86.39
1	41.75	-122.62
1	41.75	-87.87
1	41.75	-87.85
1	41.75	-87.84
1	41.75	-87.64
1	41.75	-87.63
1	41.75	-87.59
1	41.75	-86.46
3	41.75	-70.50
1	41.76	-88.07
1	41.76	-88.04
1	41.76	-87.91
1	41.76	-87.90
1	41.76	-87.89
2	41.76	-87.63
1	41.76	-87.60
1	41.76	-70.51
1	41.77	-88.20
1	41.77	-88.07
1	41.77	-88.05
1	41.77	-88.03
2	41.77	-87.99
1	41.77	-87.97
1	41.77	-87.95
2	41.77	-87.63
1	41.77	-87.62
1	41.78	-122.59
1	41.78	-88.18
1	41.78	-88.16
1	41.78	-88.07
1	41.78	-88.05
1	41.78	-87.91
1	41.78	-87.63
3	41.78	-70.54
1	41.78	-70.52
1	41.79	-114.76
1	41.79	-88.35
1	41.79	-88.33
1	41.79	-88.21
1	41.79	-88.20
1	41.79	-88.15
1	41.79	-88.14
1	41.79	-87.95
1	41.79	-87.76
1	41.79	-87.75
1	41.79	-87.74
1	41.79	-87.63
1	41.79	-70.54
1	41.80	-88.33
1	41.80	-88.31
1	41.80	-88.29
1	41.80	-88.27
1	41.80	-88.25
1	41.80	-88.24
1	41.80	-88.12
1	41.80	-88.09
1	41.80	-88.08
1	41.80	-88.07
1	41.80	-88.06
1	41.80	-87.91
2	41.80	-87.63
1	41.81	-122.58
1	41.81	-88.22
2	41.81	-88.21
1	41.81	-88.20
2	41.81	-88.18
1	41.81	-88.16
1	41.81	-88.14
1	41.81	-88.11
1	41.81	-88.08
1	41.81	-88.07
1	41.81	-88.06
1	41.81	-88.05
1	41.81	-87.91
1	41.81	-70.55
1	41.82	-88.03
1	41.82	-87.95
5	41.82	-71.41
3	41.82	-71.40
4	41.82	-71.39
1	41.82	-70.55
1	41.83	-88.20
1	41.83	-88.11
1	41.83	-88.10
1	41.83	-88.06
1	41.83	-88.05
1	41.83	-88.03
1	41.83	-88.02
1	41.83	-87.92
1	41.83	-87.63
2	41.83	-71.41
1	41.83	-70.57
1	41.83	-70.56
1	41.84	-122.57
1	41.84	-88.05
1	41.84	-88.02
3	41.84	-88.01
1	41.84	-88.00
1	41.84	-87.99
1	41.84	-87.95
1	41.84	-87.92
2	41.84	-87.63
1	41.84	-70.58
1	41.85	-88.04
1	41.85	-87.96
1	41.85	-87.95
1	41.85	-87.94
1	41.85	-87.92
1	41.85	-87.65
3	41.85	-87.64
2	41.86	-88.20
1	41.86	-88.04
2	41.86	-88.02
1	41.86	-88.00
1	41.86	-87.98
1	41.86	-87.96
1	41.86	-87.95
1	41.86	-87.93
1	41.86	-87.64
1	41.86	-87.63
1	41.86	-87.62
1	41.86	-70.60
1	41.87	-122.56
1	41.87	-88.04
2	41.87	-88.02
1	41.87	-87.94
1	41.87	-87.92
1	41.87	-87.90
1	41.87	-87.87
1	41.87	-87.84
1	41.87	-87.83
1	41.87	-87.82
1	41.87	-87.79
1	41.87	-87.77
1	41.87	-87.75
1	41.87	-87.74
1	41.87	-87.73
1	41.87	-87.72
1	41.87	-87.71
1	41.87	-87.66
3	41.87	-87.65
1	41.87	-70.60
1	41.88	-87.92
1	41.88	-87.81
1	41.88	-87.80
1	41.88	-87.69
2	41.88	-87.67
3	41.88	-87.66
2	41.88	-87.65
13	41.88	-87.64
12	41.88	-87.63
3	41.88	-87.62
1	41.88	-70.61
1	41.89	-88.19
1	41.89	-88.04
2	41.89	-88.02
4	41.89	-87.94
1	41.89	-87.92
2	41.89	-87.80
1	41.89	-87.78
1	41.89	-87.76
3	41.89	-87.75
1	41.89	-87.74
2	41.89	-87.72
1	41.89	-87.71
1	41.89	-87.70
1	41.89	-87.69
1	41.89	-87.68
2	41.89	-87.67
1	41.89	-87.66
3	41.89	-87.65
3	41.89	-87.64
8	41.89	-87.63
4	41.89	-87.62
3	41.89	-87.61
1	41.89	-70.63
1	41.90	-88.20
1	41.90	-88.13
2	41.90	-88.12
1	41.90	-88.11
1	41.90	-88.10
1	41.90	-88.08
1	41.90	-88.05
1	41.90	-88.04
1	41.90	-87.94
3	41.90	-87.92
1	41.90	-87.80
1	41.90	-87.79
1	41.90	-87.69
1	41.90	-87.68
1	41.90	-87.67
3	41.90	-87.66
5	41.90	-87.62
1	41.90	-72.65
1	41.90	-70.64
1	41.91	-122.57
1	41.91	-88.17
1	41.91	-88.15
1	41.91	-88.14
2	41.91	-88.04
1	41.91	-87.94
1	41.91	-87.92
2	41.91	-87.69
1	41.91	-87.66
2	41.91	-87.63
1	41.91	-72.68
1	41.91	-72.63
1	41.91	-72.27
1	41.91	-70.65
2	41.92	-88.21
2	41.92	-88.04
1	41.92	-87.95
1	41.92	-87.72
1	41.92	-87.70
1	41.92	-87.69
1	41.92	-87.67
3	41.92	-87.66
1	41.92	-87.65
1	41.92	-87.63
1	41.92	-72.70
1	41.92	-72.62
1	41.93	-88.21
1	41.93	-88.04
1	41.93	-87.98
1	41.93	-87.96
2	41.93	-87.92
1	41.93	-87.73
1	41.93	-87.72
1	41.93	-87.71
4	41.93	-87.70
3	41.93	-87.69
2	41.93	-87.67
2	41.93	-87.66
4	41.93	-87.65
7	41.93	-87.64
1	41.93	-72.68
1	41.93	-72.61
1	41.93	-70.66
1	41.94	-88.21
1	41.94	-88.04
1	41.94	-87.99
1	41.94	-87.98
2	41.94	-87.91
1	41.94	-87.90
1	41.94	-87.73
6	41.94	-87.71
4	41.94	-87.70
1	41.94	-87.69
1	41.94	-87.68
1	41.94	-87.67
2	41.94	-87.66
2	41.94	-87.64
1	41.94	-70.71
1	41.94	-70.66
2	41.95	-88.21
2	41.95	-88.04
1	41.95	-88.00
1	41.95	-87.91
1	41.95	-87.90
2	41.95	-87.89
1	41.95	-87.88
4	41.95	-87.73
4	41.95	-87.72
1	41.95	-87.71
5	41.95	-87.70
7	41.95	-87.69
2	41.95	-87.68
4	41.95	-87.67
2	41.95	-87.66
3	41.95	-87.65
2	41.95	-87.64
1	41.95	-72.61
1	41.95	-70.81
1	41.95	-70.79
1	41.95	-70.74
2	41.95	-70.69
1	41.95	-70.67
1	41.95	-70.66
1	41.96	-88.11
1	41.96	-88.10
1	41.96	-88.08
1	41.96	-88.05
2	41.96	-88.03
1	41.96	-88.02
1	41.96	-87.92
1	41.96	-87.88
2	41.96	-87.87
1	41.96	-87.75
1	41.96	-87.74
1	41.96	-87.73
1	41.96	-87.65
1	41.96	-72.59
1	41.96	-72.20
2	41.96	-70.82
1	41.96	-70.77
1	41.96	-70.75
1	41.97	-114.68
1	41.97	-88.22
1	41.97	-88.21
1	41.97	-88.19
1	41.97	-88.18
2	41.97	-88.12
2	41.97	-88.11
2	41.97	-87.87
2	41.97	-87.77
1	41.97	-87.76
2	41.97	-87.75
1	41.97	-87.74
3	41.98	-88.23
1	41.98	-88.22
1	41.98	-88.21
1	41.98	-88.14
1	41.98	-88.02
7	41.98	-87.91
1	41.98	-87.89
2	41.98	-87.87
1	41.98	-87.86
3	41.98	-87.85
2	41.98	-87.84
3	41.98	-87.83
3	41.98	-87.82
1	41.98	-87.81
1	41.98	-87.80
1	41.98	-87.79
2	41.98	-87.78
1	41.98	-87.77
1	41.98	-72.59
1	41.98	-70.86
2	41.99	-87.87
1	41.99	-87.86
1	41.99	-87.75
1	41.99	-72.17
2	41.99	-70.87
1	42.00	-88.21
1	42.00	-87.90
1	42.00	-87.89
2	42.00	-87.88
1	42.00	-87.75
1	42.00	-72.59
1	42.01	-88.03
1	42.01	-87.92
1	42.01	-87.91
3	42.01	-87.90
1	42.01	-70.91
1	42.02	-88.03
1	42.02	-87.96
1	42.02	-87.95
1	42.02	-87.94
2	42.02	-87.93
1	42.02	-87.77
1	42.02	-87.76
1	42.02	-72.59
3	42.02	-70.92
1	42.03	-114.67
1	42.03	-88.20
1	42.03	-88.08
1	42.03	-87.97
1	42.03	-87.96
1	42.03	-72.59
1	42.03	-72.14
1	42.03	-70.94
1	42.03	-70.93
2	42.04	-88.11
1	42.04	-88.09
1	42.04	-88.03
1	42.04	-87.99
1	42.04	-87.98
1	42.04	-87.77
1	42.04	-87.76
1	42.04	-70.95
1	42.05	-88.20
1	42.05	-88.19
1	42.05	-88.18
1	42.05	-88.15
1	42.05	-88.13
1	42.05	-88.12
2	42.05	-88.07
1	42.05	-88.06
1	42.05	-88.03
2	42.05	-88.01
1	42.05	-87.76
1	42.05	-72.59
1	42.06	-88.27
1	42.06	-88.26
1	42.06	-88.21
1	42.06	-88.15
1	42.06	-88.13
1	42.06	-88.09
1	42.06	-88.07
1	42.06	-88.05
1	42.06	-88.03
1	42.06	-88.02
1	42.06	-70.98
1	42.07	-88.31
1	42.07	-88.26
1	42.07	-88.24
1	42.07	-88.16
2	42.07	-88.09
1	42.07	-88.08
1	42.07	-88.03
1	42.07	-87.76
1	42.07	-72.59
1	42.07	-70.99
1	42.08	-88.33
1	42.08	-88.22
1	42.08	-88.20
1	42.08	-88.13
1	42.08	-88.08
1	42.08	-87.76
2	42.08	-70.99
1	42.09	-88.35
1	42.09	-88.25
1	42.09	-88.15
1	42.09	-88.13
1	42.09	-88.09
1	42.09	-88.08
1	42.09	-88.03
2	42.09	-87.76
1	42.09	-72.09
1	42.09	-70.99
1	42.10	-88.38
1	42.10	-88.37
1	42.10	-88.27
1	42.10	-88.25
1	42.10	-88.16
1	42.10	-88.10
1	42.10	-88.02
1	42.10	-87.77
1	42.10	-72.59
1	42.10	-70.99
1	42.11	-88.40
1	42.11	-88.21
2	42.11	-88.18
2	42.11	-88.12
1	42.11	-88.09
1	42.11	-88.08
1	42.11	-88.07
2	42.11	-88.05
1	42.11	-87.77
1	42.11	-72.60
1	42.11	-71.00
1	42.12	-88.21
1	42.12	-88.11
1	42.12	-88.06
1	42.12	-88.00
1	42.12	-87.78
1	42.12	-72.61
1	42.13	-88.27
1	42.13	-88.25
1	42.13	-88.24
1	42.13	-88.23
1	42.13	-72.06
1	42.13	-71.04
1	42.13	-71.02
1	42.14	-88.48
1	42.14	-87.81
1	42.14	-87.79
1	42.14	-72.63
1	42.14	-72.61
1	42.14	-72.13
2	42.14	-72.09
2	42.14	-72.04
1	42.14	-71.04
1	42.15	-88.52
1	42.15	-88.09
1	42.15	-88.07
1	42.15	-88.04
1	42.15	-88.03
2	42.15	-88.01
1	42.15	-87.87
1	42.15	-87.86
3	42.15	-87.80
1	42.15	-72.65
2	42.15	-72.00
1	42.16	-88.56
1	42.16	-87.87
1	42.16	-72.18
2	42.16	-71.96
1	42.16	-71.95
1	42.16	-71.94
2	42.16	-71.04
1	42.17	-87.87
1	42.17	-72.90
1	42.17	-72.27
1	42.17	-71.04
1	42.18	-87.88
1	42.18	-72.64
1	42.18	-72.34
1	42.18	-72.31
1	42.18	-72.22
1	42.18	-71.92
2	42.18	-71.90
1	42.18	-71.10
1	42.18	-71.06
1	42.19	-88.65
1	42.19	-87.88
1	42.19	-72.34
1	42.19	-71.87
2	42.19	-71.85
1	42.19	-71.12
1	42.19	-71.08
1	42.20	-87.89
1	42.20	-71.82
1	42.20	-71.12
1	42.21	-88.73
2	42.21	-83.35
1	42.21	-72.64
1	42.21	-71.81
2	42.21	-71.12
1	42.22	-88.75
1	42.22	-87.90
1	42.22	-83.41
1	42.22	-72.64
1	42.22	-72.63
1	42.22	-72.36
1	42.22	-71.76
1	42.22	-71.75
1	42.22	-71.71
1	42.22	-71.12
1	42.23	-88.91
1	42.23	-88.87
1	42.23	-88.83
1	42.23	-88.80
1	42.23	-83.43
1	42.23	-83.37
1	42.23	-83.34
1	42.23	-73.05
1	42.23	-73.04
1	42.23	-72.99
1	42.23	-72.65
1	42.23	-71.70
2	42.23	-71.66
1	42.23	-71.64
1	42.23	-71.61
1	42.23	-71.13
1	42.23	-71.12
1	42.24	-88.92
1	42.24	-73.00
1	42.24	-71.60
1	42.24	-71.14
1	42.25	-88.96
1	42.25	-88.93
1	42.25	-87.90
1	42.25	-72.37
1	42.26	-88.96
1	42.26	-87.90
1	42.26	-83.44
1	42.26	-72.66
1	42.26	-71.58
2	42.26	-71.14
1	42.27	-87.91
1	42.27	-73.13
1	42.27	-71.56
2	42.28	-88.96
1	42.28	-83.52
1	42.28	-83.50
1	42.28	-83.48
1	42.28	-83.47
1	42.28	-83.44
2	42.28	-71.53
1	42.28	-71.25
2	42.28	-71.24
2	42.28	-71.14
1	42.29	-72.67
2	42.29	-72.41
2	42.29	-71.49
1	42.29	-71.26
1	42.29	-71.24
2	42.29	-71.15
1	42.30	-87.91
3	42.30	-83.53
1	42.30	-73.19
1	42.30	-72.41
1	42.30	-71.47
1	42.30	-71.40
1	42.30	-71.38
1	42.30	-71.36
1	42.30	-71.34
1	42.30	-71.33
1	42.30	-71.30
1	42.30	-71.29
1	42.30	-71.15
1	42.31	-88.97
1	42.31	-83.53
1	42.31	-72.65
2	42.31	-71.44
1	42.31	-71.43
1	42.31	-71.40
1	42.31	-71.38
1	42.31	-71.37
1	42.31	-71.31
1	42.31	-71.23
1	42.31	-71.16
1	42.32	-83.74
1	42.32	-83.73
1	42.32	-83.69
1	42.32	-83.59
1	42.32	-83.55
1	42.32	-72.44
1	42.32	-71.40
1	42.32	-71.36
1	42.32	-71.35
1	42.32	-71.25
2	42.32	-71.19
1	42.32	-71.18
2	42.32	-71.17
1	42.33	-88.96
1	42.33	-87.91
1	42.33	-83.74
1	42.33	-83.73
1	42.33	-83.65
4	42.33	-71.19
1	42.33	-71.18
1	42.33	-71.16
2	42.33	-71.14
2	42.33	-71.12
1	42.34	-87.92
1	42.34	-71.31
2	42.34	-71.30
1	42.34	-71.27
2	42.34	-71.26
2	42.34	-71.19
1	42.34	-71.15
2	42.34	-71.11
1	42.35	-87.93
3	42.35	-71.19
1	42.35	-71.13
1	42.35	-71.11
4	42.35	-71.10
6	42.35	-71.09
4	42.35	-71.08
1	42.35	-71.07
1	42.36	-88.96
1	42.36	-87.94
1	42.36	-83.75
2	42.36	-72.48
1	42.36	-71.27
2	42.36	-71.18
2	42.36	-71.17
2	42.36	-71.16
4	42.36	-71.15
4	42.36	-71.13
4	42.36	-71.12
1	42.36	-71.11
10	42.36	-71.09
4	42.36	-71.08
8	42.36	-71.07
